roc_auc,pr_auc,threshold_default,threshold_j,threshold_f1,precision_at_j,recall_at_j,f1_at_j
0.5868664717348928,0.2805750881626472,0.5,1.0,0.9999999999999998,0.28440366972477066,0.8611111111111112,0.42758620689655175
